title_y,num_correct,num_incorrect,accuracy,accuracy_group,installation_id,game_session_y
Cart Balancer (Assessment),1,0,1.0,3,99af1ce6,21a542e9293f8fa9
Mushroom Sorter (Assessment),1,0,1.0,3,99b13494,4f64cf71c72482c2
Chest Sorter (Assessment),0,4,0.0,0,99c124ae,071f4a0abb9b5a0c
Mushroom Sorter (Assessment),1,2,0.3333333333333333,1,99c124ae,bceb6471b8547c7a
Cauldron Filler (Assessment),1,1,0.5,2,99c124ae,da0f1ebe8dead812
Cauldron Filler (Assessment),1,6,0.14285714285714285,1,99c37647,67240db8583fd89e
Chest Sorter (Assessment),0,3,0.0,0,99c37647,9bcdfe4d5f0cc682
Cart Balancer (Assessment),0,2,0.0,0,99c37647,a5767cc323b73c2b
Mushroom Sorter (Assessment),1,0,1.0,3,99c37647,a7f70ac80ca3d667
Bird Measurer (Assessment),1,0,1.0,3,99c37647,f88f83dd6840bf9f
Chest Sorter (Assessment),0,2,0.0,0,99e0c131,0d74efd482cfd843
Cauldron Filler (Assessment),1,0,1.0,3,99e423f3,2ba47247ff7dd0a8
Mushroom Sorter (Assessment),1,0,1.0,3,99e423f3,63da3c16463dbce7
Cart Balancer (Assessment),1,1,0.5,2,99e423f3,883edb2988759ab4
Chest Sorter (Assessment),0,2,0.0,0,99e423f3,ac2601cb4576a515
Bird Measurer (Assessment),0,1,0.0,0,99e423f3,dacf5e7e50f4ebde
Cart Balancer (Assessment),0,1,0.0,0,99f0a1bb,06178136509af0ed
Bird Measurer (Assessment),0,10,0.0,0,9a037ab5,8b8c670425a8c70d
Chest Sorter (Assessment),0,1,0.0,0,9a037ab5,c5088e110b47e46d
Cart Balancer (Assessment),0,3,0.0,0,9a037ab5,cc8ce3c0e9b7606c
Cauldron Filler (Assessment),0,3,0.0,0,9a037ab5,ecd4becae59e8090
Bird Measurer (Assessment),1,0,1.0,3,9a10c83d,36b0911b634872ea
Chest Sorter (Assessment),0,6,0.0,0,9a10c83d,4ae0e2007bd1c8b3
Cauldron Filler (Assessment),1,0,1.0,3,9a10c83d,a2d869909d2b8568
Mushroom Sorter (Assessment),1,3,0.25,1,9a10c83d,b7e06988215e4a0f
Cauldron Filler (Assessment),1,1,0.5,2,9a19c08b,05a9358891ba09d0
Cart Balancer (Assessment),1,0,1.0,3,9a19c08b,102ff7dcadf0b7b4
Chest Sorter (Assessment),0,7,0.0,0,9a19c08b,1a602a9d1747fec6
Cart Balancer (Assessment),1,0,1.0,3,9a30e83b,029f74a8edd4c09b
Cauldron Filler (Assessment),1,0,1.0,3,9a30e83b,692c89dbe83c7190
Chest Sorter (Assessment),0,4,0.0,0,9a30e83b,7be01c52ddb4e340
Bird Measurer (Assessment),0,8,0.0,0,9a30e83b,ecc0edb1bf34eee3
Chest Sorter (Assessment),0,3,0.0,0,9a31bcac,11909c8dcc8f2ab1
Cauldron Filler (Assessment),1,0,1.0,3,9a31bcac,171151bbfffc30ac
Cart Balancer (Assessment),1,0,1.0,3,9a31bcac,1e5b72c42fbb8ac6
Mushroom Sorter (Assessment),0,1,0.0,0,9a31bcac,37ee77e57c7c182f
Bird Measurer (Assessment),0,3,0.0,0,9a31bcac,d4ef38f9a751dceb
Cauldron Filler (Assessment),0,1,0.0,0,9a50f8b8,59655a57359f4d86
Mushroom Sorter (Assessment),1,0,1.0,3,9a50f8b8,7caf4ba35a26ba3f
Cart Balancer (Assessment),1,1,0.5,2,9a50f8b8,d51c52030ee6d3f4
Mushroom Sorter (Assessment),1,0,1.0,3,9a5f1f3a,0aca5210fd5284fc
Cauldron Filler (Assessment),1,0,1.0,3,9a5f1f3a,68dde246d7667de5
Chest Sorter (Assessment),1,2,0.3333333333333333,1,9a5f1f3a,dae8c5085cf0b2b4
Bird Measurer (Assessment),1,1,0.5,2,9a5f1f3a,f4c4492d3523322d
Cart Balancer (Assessment),0,2,0.0,0,9a6236e5,955dd06020115388
Cauldron Filler (Assessment),1,0,1.0,3,9a6db1b6,2bea4444f6d37e10
Mushroom Sorter (Assessment),1,3,0.25,1,9a6db1b6,47f7ea576321521f
Bird Measurer (Assessment),1,1,0.5,2,9a6db1b6,80fd82e39a3869f8
Cart Balancer (Assessment),1,0,1.0,3,9a6db1b6,c5d37e59ba883865
Chest Sorter (Assessment),1,2,0.3333333333333333,1,9a6ffb62,24eb21cb222cac7b
Cart Balancer (Assessment),1,0,1.0,3,9a6ffb62,6e17cb5c89012a66
Mushroom Sorter (Assessment),1,0,1.0,3,9a6ffb62,6e4fb9dbab180d1d
Bird Measurer (Assessment),1,1,0.5,2,9a6ffb62,a8972ddc5ae5bf0c
Cauldron Filler (Assessment),1,0,1.0,3,9a6ffb62,d7c97f430063bc2b
Mushroom Sorter (Assessment),0,5,0.0,0,9a702a86,dff73d03737a3458
Mushroom Sorter (Assessment),0,1,0.0,0,9a898bba,2281bd91d461a9d2
Bird Measurer (Assessment),1,4,0.2,1,9a898bba,5be5fdf47afcc89b
Cart Balancer (Assessment),1,0,1.0,3,9a898bba,7e3d76dadad1b380
Cauldron Filler (Assessment),1,1,0.5,2,9a898bba,95face91ab98cfb0
Chest Sorter (Assessment),1,10,0.09090909090909093,1,9a898bba,f118a67025e0cd3e
Cauldron Filler (Assessment),1,0,1.0,3,9a970c94,2958c0d1a95eb9b1
Chest Sorter (Assessment),0,3,0.0,0,9a970c94,58d562402596f67a
Mushroom Sorter (Assessment),0,1,0.0,0,9a970c94,82b71e4762e76ae4
Cauldron Filler (Assessment),1,0,1.0,3,9abb6144,39299ef168d9d3ed
Chest Sorter (Assessment),0,8,0.0,0,9abb6144,601718432bd0978f
Mushroom Sorter (Assessment),0,4,0.0,0,9abb6144,809f5a2d2a5d62dc
Cart Balancer (Assessment),0,1,0.0,0,9abb6144,e93847a1dbc53c9c
Cauldron Filler (Assessment),1,1,0.5,2,9af4d76b,de73aa2054fae4f4
Chest Sorter (Assessment),0,3,0.0,0,9aff7d33,60534a1e4eb13ad8
Mushroom Sorter (Assessment),0,4,0.0,0,9b075a0b,e48ddadae20afa06
Cauldron Filler (Assessment),1,0,1.0,3,9b490a3c,1cf713c52cde6159
Bird Measurer (Assessment),1,0,1.0,3,9b55ca4a,1bef2d352404b6f0
Mushroom Sorter (Assessment),1,0,1.0,3,9b55ca4a,202cbcfdff6c2fca
Mushroom Sorter (Assessment),1,1,0.5,2,9b5630be,82b59951f6be2971
Cart Balancer (Assessment),1,0,1.0,3,9b6c5e60,04523f6a0c3a0731
Mushroom Sorter (Assessment),0,4,0.0,0,9b6c5e60,18b508178d7f0ce7
Chest Sorter (Assessment),1,1,0.5,2,9b6c5e60,91975703dbaa9d49
Cauldron Filler (Assessment),0,1,0.0,0,9b6c5e60,fcf4ceffbf58312c
Chest Sorter (Assessment),1,4,0.2,1,9b73ad25,1e91c1e6f032101c
Mushroom Sorter (Assessment),1,0,1.0,3,9b73ad25,37f0ebcabd4737a1
Cart Balancer (Assessment),1,0,1.0,3,9b73ad25,69591662cfb95e56
Bird Measurer (Assessment),1,1,0.5,2,9b73ad25,7fc7f09bbfcd112b
Cauldron Filler (Assessment),1,0,1.0,3,9b73ad25,ceed2fe7e022094b
Chest Sorter (Assessment),1,8,0.1111111111111111,1,9b7d6baa,41f5106b9b6f1aee
Cart Balancer (Assessment),1,0,1.0,3,9b9090eb,d20115731e7b7bd9
Mushroom Sorter (Assessment),1,0,1.0,3,9b9dad66,8c87468665974399
Cauldron Filler (Assessment),1,0,1.0,3,9b9dad66,fa05e3dfb245ee3c
Cauldron Filler (Assessment),1,0,1.0,3,9bb7ef44,354ab1a87877f184
Bird Measurer (Assessment),1,0,1.0,3,9bb7ef44,5f254b6dc37bb949
Mushroom Sorter (Assessment),1,0,1.0,3,9bb7ef44,61bd310fbff4e08d
Cart Balancer (Assessment),1,1,0.5,2,9bc0aa21,139d505fe23f6d22
Bird Measurer (Assessment),0,5,0.0,0,9bc0aa21,2dcc93d2a009a290
Mushroom Sorter (Assessment),1,3,0.25,1,9bc0aa21,ba67c158c67b1166
Cauldron Filler (Assessment),1,1,0.5,2,9bc0aa21,e26657bd39d6eb51
Chest Sorter (Assessment),0,5,0.0,0,9bc0aa21,e3332bae728decce
Mushroom Sorter (Assessment),1,0,1.0,3,9bc1bbb2,0b1a4143562bc37d
Cart Balancer (Assessment),1,1,0.5,2,9bc1bbb2,8c8ed9e86df620ed
Bird Measurer (Assessment),1,1,0.5,2,9bc1bbb2,fa4583023cf2d871
Cart Balancer (Assessment),1,0,1.0,3,9bcb42c1,065a7813748323ef
Mushroom Sorter (Assessment),1,0,1.0,3,9bcb42c1,10904eb685c8f644
Chest Sorter (Assessment),1,1,0.5,2,9bcb42c1,1924f8d594a0c1aa
Bird Measurer (Assessment),0,11,0.0,0,9bcbff3c,8ac4696caba889df
Cauldron Filler (Assessment),1,1,0.5,2,9bcbff3c,a9f203eebd52b065
Chest Sorter (Assessment),0,4,0.0,0,9bcbff3c,cc6d3d0bb0682c9a
Cart Balancer (Assessment),1,2,0.3333333333333333,1,9bf2c48f,40e2dcb64b8646b0
Chest Sorter (Assessment),0,5,0.0,0,9c02c579,332c7f7d79396d97
Cart Balancer (Assessment),1,0,1.0,3,9c02c579,80b059f6990eabd7
Cauldron Filler (Assessment),0,2,0.0,0,9c02c579,fa29289310d1a096
Chest Sorter (Assessment),0,2,0.0,0,9c0cb7c6,27031f9629030e9b
Bird Measurer (Assessment),1,1,0.5,2,9c0cb7c6,2ac37655473fdc10
Cart Balancer (Assessment),1,0,1.0,3,9c0cb7c6,5efabe253b4b956d
Cauldron Filler (Assessment),1,1,0.5,2,9c0cb7c6,a4b36a0eafceca7d
Mushroom Sorter (Assessment),1,0,1.0,3,9c0cb7c6,ed1b96100c4acb5f
Bird Measurer (Assessment),1,3,0.25,1,9c2db749,1bd873bbc1ed2a35
Mushroom Sorter (Assessment),0,2,0.0,0,9c2db749,3fd679b1c4a2d093
Bird Measurer (Assessment),1,0,1.0,3,9c2f35fe,3199b3a0090ccf99
Mushroom Sorter (Assessment),1,0,1.0,3,9c2f35fe,c7b9d7eabcc29110
Chest Sorter (Assessment),1,1,0.5,2,9c4f266e,14ec3547444cc0a3
Mushroom Sorter (Assessment),1,0,1.0,3,9c4f266e,1c6d3123ac2ff47a
Cauldron Filler (Assessment),1,0,1.0,3,9c4f266e,2bf0103115138655
Bird Measurer (Assessment),0,2,0.0,0,9c4f266e,97655b03549de5a5
Cart Balancer (Assessment),1,0,1.0,3,9c4f266e,cd9f4d07b42c9863
Chest Sorter (Assessment),0,2,0.0,0,9c50720e,38038bc8c78a8595
Cauldron Filler (Assessment),1,1,0.5,2,9c50720e,38b4ca3edae4aa68
Mushroom Sorter (Assessment),0,2,0.0,0,9c50720e,508babe02844afcc
Cart Balancer (Assessment),1,0,1.0,3,9c50720e,a1771b00ab3d78a9
Bird Measurer (Assessment),0,2,0.0,0,9c50720e,b7711c53f14bd150
Bird Measurer (Assessment),1,5,0.16666666666666666,1,9ca8a4d1,18017190751565d9
Cauldron Filler (Assessment),1,0,1.0,3,9ca8a4d1,915f56391bc5a91d
Cart Balancer (Assessment),1,1,0.5,2,9ca8a4d1,c1b9d874f91d3e72
Chest Sorter (Assessment),1,3,0.25,1,9ca8a4d1,f204aa0fe8a321c5
Mushroom Sorter (Assessment),1,0,1.0,3,9cb84bec,9283ad5f1b360cc5
Cauldron Filler (Assessment),1,0,1.0,3,9cc81584,f872c75c8cd49079
Cart Balancer (Assessment),1,2,0.3333333333333333,1,9ccde0f7,09c3ef7133219338
Chest Sorter (Assessment),1,3,0.25,1,9ccde0f7,3eccac7b0be7a665
Bird Measurer (Assessment),1,0,1.0,3,9ccde0f7,ddddda118e781fa6
Cart Balancer (Assessment),1,0,1.0,3,9cce8259,ce6bfb2072455c3f
Chest Sorter (Assessment),1,0,1.0,3,9cce8259,dab76ce5ef4d7728
Cart Balancer (Assessment),1,1,0.5,2,9ce2d074,a1e195932bad9315
Chest Sorter (Assessment),0,1,0.0,0,9cef2059,7f99bca06f418197
Mushroom Sorter (Assessment),1,2,0.3333333333333333,1,9cef2059,b69d1ca296ee454d
Bird Measurer (Assessment),0,1,0.0,0,9cef2059,ba4ee86ce67e7535
Cart Balancer (Assessment),1,1,0.5,2,9cef2059,e3654627cbee91d4
Cart Balancer (Assessment),1,1,0.5,2,9cefacd0,0105f0162fcede54
Mushroom Sorter (Assessment),1,0,1.0,3,9cefacd0,6e879bfd0dd107a6
Bird Measurer (Assessment),1,3,0.25,1,9cefacd0,c1bc4457d1014a04
Mushroom Sorter (Assessment),1,2,0.3333333333333333,1,9d083b79,a59f8539f548e241
Mushroom Sorter (Assessment),1,3,0.25,1,9d37b73d,969aac8aef7b531f
Chest Sorter (Assessment),0,2,0.0,0,9d3cf746,476efbc07ed37166
Cart Balancer (Assessment),0,2,0.0,0,9d3cf746,90c0960ca07ab0d8
Bird Measurer (Assessment),0,7,0.0,0,9d3cf746,945017eb541533ed
Cauldron Filler (Assessment),0,3,0.0,0,9d3cf746,e0c300b58565f148
Chest Sorter (Assessment),1,3,0.25,1,9d3eb33a,00622da5dd5996f9
Bird Measurer (Assessment),1,5,0.16666666666666666,1,9d3eb33a,0708be7ec44bcb42
Cart Balancer (Assessment),1,6,0.14285714285714285,1,9d3eb33a,4fea627e1982da90
Cauldron Filler (Assessment),1,2,0.3333333333333333,1,9d3eb33a,6e23428f602c93b9
Mushroom Sorter (Assessment),1,2,0.3333333333333333,1,9d3eb33a,b217b66bdcbb190c
Cart Balancer (Assessment),0,2,0.0,0,9d43df2c,6a9fab0685ab4438
Chest Sorter (Assessment),0,4,0.0,0,9d54a178,5d9a5dabe8828092
Cauldron Filler (Assessment),1,0,1.0,3,9d54a178,6883dfb8bd754e3a
Mushroom Sorter (Assessment),1,0,1.0,3,9d54a178,967b19f14f220224
Bird Measurer (Assessment),1,3,0.25,1,9d54a178,c4818d38a31bd176
Chest Sorter (Assessment),0,2,0.0,0,9d570bf2,bdaaa3f243a3663c
Mushroom Sorter (Assessment),0,1,0.0,0,9d595f2f,5469b049222327b3
Bird Measurer (Assessment),0,1,0.0,0,9d595f2f,cad6c35923885841
Chest Sorter (Assessment),0,1,0.0,0,9d595f2f,d9ce3b7575b81ffb
Cauldron Filler (Assessment),1,0,1.0,3,9d595f2f,dc3f45b6125fc0e8
Mushroom Sorter (Assessment),0,12,0.0,0,9d63e750,2f6ec22e5bcd81bc
Cauldron Filler (Assessment),0,14,0.0,0,9d63e750,69da578a083319d3
Chest Sorter (Assessment),0,3,0.0,0,9d6ee5ba,3bbd714371ab9099
Bird Measurer (Assessment),1,1,0.5,2,9d8176d8,0eae2a07cad48c1d
Chest Sorter (Assessment),0,8,0.0,0,9d8176d8,5a3a0fe40a5f7c4c
Mushroom Sorter (Assessment),1,1,0.5,2,9d8176d8,74009e4e6f8511e6
Cart Balancer (Assessment),1,0,1.0,3,9d8176d8,a06e8a11967723f9
Chest Sorter (Assessment),1,1,0.5,2,9d83722a,063485e3c3a6ffb8
Mushroom Sorter (Assessment),1,0,1.0,3,9d83722a,4033a9a5f506aa0c
Bird Measurer (Assessment),1,1,0.5,2,9d83722a,6cbe34ba793750a0
Cart Balancer (Assessment),1,0,1.0,3,9d83722a,a6397b50b495a317
Cauldron Filler (Assessment),1,0,1.0,3,9d83722a,f5888bea70cf2742
Cauldron Filler (Assessment),1,0,1.0,3,9d8525ba,033795bc811869cb
Cart Balancer (Assessment),0,2,0.0,0,9d8525ba,04404cdbba71f088
Mushroom Sorter (Assessment),0,1,0.0,0,9d8525ba,41ccd48bce26755f
Cart Balancer (Assessment),1,1,0.5,2,9d85b31a,e116229dc7ac2d58
Mushroom Sorter (Assessment),1,0,1.0,3,9d9b1735,bf422c14f1084e76
Chest Sorter (Assessment),0,6,0.0,0,9da54fba,0cfb3c76e57d7be8
Mushroom Sorter (Assessment),1,0,1.0,3,9da54fba,168d59417862c1b2
Bird Measurer (Assessment),1,3,0.25,1,9da54fba,c424b49ba93825dc
Cauldron Filler (Assessment),1,0,1.0,3,9da54fba,e05537083f9cbabc
Bird Measurer (Assessment),1,1,0.5,2,9dbfa4da,20b13c50067455f0
Cart Balancer (Assessment),1,0,1.0,3,9dbfa4da,2d729d5e3de716f0
Mushroom Sorter (Assessment),1,0,1.0,3,9dbfa4da,b8dc1cd062cb5252
Bird Measurer (Assessment),1,3,0.25,1,9dc5f4be,0317d3cbab8d97d0
Mushroom Sorter (Assessment),1,0,1.0,3,9dc5f4be,803238a2cf1e4ec5
Cauldron Filler (Assessment),1,0,1.0,3,9dc5f4be,84c61df24aa036d0
Chest Sorter (Assessment),1,1,0.5,2,9dc5f4be,99c3f2c85d113943
Cart Balancer (Assessment),1,0,1.0,3,9dc5f4be,e487fd7d56f923ca
Cauldron Filler (Assessment),1,0,1.0,3,9de1a771,4392726413970632
Cart Balancer (Assessment),1,0,1.0,3,9dfc3ebb,105e1e958c3db5cf
Mushroom Sorter (Assessment),1,0,1.0,3,9e0b0a8c,0a7ca9925dc135cd
Chest Sorter (Assessment),0,2,0.0,0,9e0b0a8c,1133b6251084c70b
Cauldron Filler (Assessment),1,6,0.14285714285714285,1,9e0b0a8c,c5e8457f48b0caab
Bird Measurer (Assessment),1,3,0.25,1,9e3b2f92,0eeea562392eb492
Mushroom Sorter (Assessment),1,0,1.0,3,9e3b2f92,5fd0a5cc74f92a09
Cart Balancer (Assessment),0,2,0.0,0,9e3b2f92,a1786ea21adae281
Mushroom Sorter (Assessment),1,0,1.0,3,9e403400,029c8947dd9dd246
Cart Balancer (Assessment),1,1,0.5,2,9e403400,10bd253c3ed118dc
Cauldron Filler (Assessment),1,0,1.0,3,9e403400,142d0c810f711091
Chest Sorter (Assessment),1,2,0.3333333333333333,1,9e403400,e270f13d5415152f
Bird Measurer (Assessment),0,1,0.0,0,9e403400,eefc2561e0e43b32
Bird Measurer (Assessment),0,9,0.0,0,9e46b8e6,19773b581b35c0dd
Chest Sorter (Assessment),0,2,0.0,0,9e46b8e6,553247ec80ba0a0a
Cauldron Filler (Assessment),1,0,1.0,3,9e46b8e6,6240ed271ce443fc
Cart Balancer (Assessment),1,0,1.0,3,9e46b8e6,ce908a6e353e4520
Mushroom Sorter (Assessment),1,0,1.0,3,9e4b248c,1044949b622e458e
Bird Measurer (Assessment),1,1,0.5,2,9e4b248c,12dece0098f8ab7f
Cauldron Filler (Assessment),1,0,1.0,3,9e579f54,548b57f43d5e3284
Bird Measurer (Assessment),1,0,1.0,3,9e579f54,5708dcdb28457531
Mushroom Sorter (Assessment),1,0,1.0,3,9e579f54,80131356f8d2073f
Chest Sorter (Assessment),0,7,0.0,0,9e579f54,84e8119c6ea7ca12
Cart Balancer (Assessment),1,2,0.3333333333333333,1,9e579f54,b2957a6638c85f55
Cauldron Filler (Assessment),1,1,0.5,2,9e6d6e1b,4f2e64e2d076429d
Mushroom Sorter (Assessment),1,0,1.0,3,9e6d6e1b,7050c35150716046
Cart Balancer (Assessment),0,5,0.0,0,9e6d6e1b,a6526e9ee5d8e983
Chest Sorter (Assessment),0,3,0.0,0,9e6d6e1b,bd9559753b4911cd
Bird Measurer (Assessment),0,7,0.0,0,9e6d6e1b,d7ae0862d83930fc
Cart Balancer (Assessment),0,1,0.0,0,9e6dbb51,190ee9acd71b9c7f
Chest Sorter (Assessment),0,1,0.0,0,9e6dbb51,20a7d4b8ff7bd2fa
Cauldron Filler (Assessment),1,1,0.5,2,9e6dbb51,64f033af54d52580
Bird Measurer (Assessment),0,2,0.0,0,9e6dbb51,b239cfebf062e8b3
Mushroom Sorter (Assessment),1,1,0.5,2,9e6dbb51,f804e12bd49a29f2
Bird Measurer (Assessment),1,3,0.25,1,9e84f5ae,7469fc9adc3a363a
Cauldron Filler (Assessment),1,1,0.5,2,9e84f5ae,c556eeae9f1d6a56
Chest Sorter (Assessment),0,2,0.0,0,9eb462b4,09d064b3fec27d5e
Mushroom Sorter (Assessment),1,0,1.0,3,9eb462b4,9959f21aa0e42448
Cart Balancer (Assessment),1,0,1.0,3,9eb462b4,c4243b27897497f7
Cauldron Filler (Assessment),1,0,1.0,3,9eb462b4,d5b5a37bb657a7e4
Cart Balancer (Assessment),0,3,0.0,0,9ecbe551,3a45e24d5956af5e
Cauldron Filler (Assessment),0,3,0.0,0,9ecbe551,7f4959964544db8c
Chest Sorter (Assessment),0,1,0.0,0,9ecbe551,d0a7b6dbf9ad530b
Mushroom Sorter (Assessment),1,0,1.0,3,9f07096b,0f9d50145e5f5694
Chest Sorter (Assessment),0,1,0.0,0,9f07096b,1998e7fbd8254754
Cart Balancer (Assessment),1,0,1.0,3,9f07096b,6788e5cd379888f6
Bird Measurer (Assessment),0,4,0.0,0,9f07096b,798411fb2c828716
Mushroom Sorter (Assessment),1,0,1.0,3,9f0955e0,1b28ee0acd2ec3db
Cauldron Filler (Assessment),1,0,1.0,3,9f0955e0,32e30de0249b42ed
Cart Balancer (Assessment),1,0,1.0,3,9f0b2bdf,0b8cbc16e74272b9
Bird Measurer (Assessment),0,2,0.0,0,9f0b2bdf,0f95d6081e0bea8c
Mushroom Sorter (Assessment),1,2,0.3333333333333333,1,9f0b2bdf,1ef5146c50fe9afd
Cauldron Filler (Assessment),1,0,1.0,3,9f0b2bdf,46e7053374d48974
Chest Sorter (Assessment),1,3,0.25,1,9f0b2bdf,a55bc01057f30b55
Bird Measurer (Assessment),0,17,0.0,0,9f19b541,2b9a50a9807d0f12
Cart Balancer (Assessment),1,4,0.2,1,9f19b541,2d3a48278d283238
Chest Sorter (Assessment),0,3,0.0,0,9f19b541,539abe71cf584e72
Mushroom Sorter (Assessment),0,1,0.0,0,9f19b541,63ef385520738801
Cauldron Filler (Assessment),1,0,1.0,3,9f1b9354,a36c900dce6381f4
Cart Balancer (Assessment),1,0,1.0,3,9f1fd356,0e8d1f0c2c071e78
Chest Sorter (Assessment),1,3,0.25,1,9f1fd356,277d280380d2100e
Mushroom Sorter (Assessment),1,1,0.5,2,9f1fd356,d6d86f67359eff4c
Cauldron Filler (Assessment),1,2,0.3333333333333333,1,9f1fd356,e604d31690b66e1e
Bird Measurer (Assessment),0,1,0.0,0,9f2611ac,3f9e65520a73af2c
Bird Measurer (Assessment),1,1,0.5,2,9f37eeda,21ad68d89d8de5e4
Mushroom Sorter (Assessment),1,0,1.0,3,9f37eeda,57b4513f3dc5446b
Cart Balancer (Assessment),1,0,1.0,3,9f37eeda,79b691402606b180
Cauldron Filler (Assessment),1,2,0.3333333333333333,1,9f399a3a,070ece8ca32b14c9
Chest Sorter (Assessment),0,2,0.0,0,9f399a3a,0dc0cb4f4099e799
Bird Measurer (Assessment),0,4,0.0,0,9f399a3a,16335caf9b0ae845
Cart Balancer (Assessment),0,2,0.0,0,9f399a3a,1a49ebc2bc9dd2ec
Mushroom Sorter (Assessment),1,2,0.3333333333333333,1,9f399a3a,b9b90afbca28aea2
Mushroom Sorter (Assessment),1,0,1.0,3,9f40ab5f,16f81d98ddd66e34
Bird Measurer (Assessment),1,3,0.25,1,9f40ab5f,4f5686486c5ae2c5
Chest Sorter (Assessment),0,3,0.0,0,9f45f1b8,02cebac670247232
Cart Balancer (Assessment),1,0,1.0,3,9f45f1b8,234f8fc6a38eeb42
Mushroom Sorter (Assessment),1,0,1.0,3,9f45f1b8,26bf5e11c9191c1a
Cauldron Filler (Assessment),1,1,0.5,2,9f45f1b8,ac0c8cad5800e6f8
Cart Balancer (Assessment),1,0,1.0,3,9f70bc9e,f708fdb668dc031f
Cauldron Filler (Assessment),1,0,1.0,3,9f7d9123,bfe18e1622d3ed0a
Mushroom Sorter (Assessment),0,2,0.0,0,9f7fca27,bed65d6c6be7aa58
Bird Measurer (Assessment),0,4,0.0,0,9f900351,08aba0a6fc4da33c
Cart Balancer (Assessment),1,2,0.3333333333333333,1,9f900351,19584ac62d1ce3c1
Mushroom Sorter (Assessment),1,0,1.0,3,9f900351,d41dd2c0b605fd51
Cauldron Filler (Assessment),0,6,0.0,0,9f9ec591,8706413ee963ad62
Cart Balancer (Assessment),1,0,1.0,3,9fc54908,a4194fabe6715766
Chest Sorter (Assessment),0,2,0.0,0,9fc54908,dc152c9b348e8713
Bird Measurer (Assessment),0,2,0.0,0,9fd9808c,2accbcd6b199374e
Cauldron Filler (Assessment),0,3,0.0,0,9fd9808c,5b0d1af3cdf0f324
Mushroom Sorter (Assessment),0,2,0.0,0,9fd9808c,c65d6640451a44e2
Bird Measurer (Assessment),1,1,0.5,2,9fdd2edc,614a62a07838eedd
Mushroom Sorter (Assessment),1,0,1.0,3,9fdd2edc,a906593dfa2567f4
Mushroom Sorter (Assessment),0,1,0.0,0,a00052fd,3619edcd42ca01fe
Cart Balancer (Assessment),1,0,1.0,3,a00052fd,3f6e786681fd10de
Bird Measurer (Assessment),1,0,1.0,3,a00052fd,c8e297ca83a66ec0
Bird Measurer (Assessment),1,5,0.16666666666666666,1,a001a617,86704eaba834fab3
Cart Balancer (Assessment),1,0,1.0,3,a001a617,bc3ea7d6a5a2579a
Cauldron Filler (Assessment),1,1,0.5,2,a001a617,bf44fe5bceb22124
Chest Sorter (Assessment),1,2,0.3333333333333333,1,a001a617,d9aeb4d8584c200f
Mushroom Sorter (Assessment),1,0,1.0,3,a001a617,e78e3905c812bb1b
Cauldron Filler (Assessment),0,5,0.0,0,a007a374,2649f1780dd9ea9e
Cart Balancer (Assessment),1,0,1.0,3,a007a374,d121ba6442c4fefc
Cauldron Filler (Assessment),1,1,0.5,2,a04ef4b7,1a2ae6e72c3bfa78
Cauldron Filler (Assessment),1,0,1.0,3,a057a188,377d37555e7a2027
Cauldron Filler (Assessment),1,0,1.0,3,a0657480,2fce9f745b029797
Bird Measurer (Assessment),1,2,0.3333333333333333,1,a0657480,42c0864f3caedabe
Mushroom Sorter (Assessment),1,0,1.0,3,a0657480,46d96bae7ca5876b
Chest Sorter (Assessment),1,6,0.14285714285714285,1,a0657480,64dfdcb04df51469
Cart Balancer (Assessment),1,0,1.0,3,a0657480,cf6bd240c3dd536c
Chest Sorter (Assessment),1,1,0.5,2,a0697c4d,66afe67210d8e343
Cart Balancer (Assessment),1,1,0.5,2,a0697c4d,825eb5bc7cacc69b
Cauldron Filler (Assessment),1,0,1.0,3,a0697c4d,ff5a20a6dc9dd161
Chest Sorter (Assessment),0,1,0.0,0,a06d191e,24fa10d83b08b56c
Cart Balancer (Assessment),1,4,0.2,1,a06d191e,8e3cfab44cd56e3f
Bird Measurer (Assessment),0,7,0.0,0,a07ed79a,0178b7873e77e488
Cauldron Filler (Assessment),1,1,0.5,2,a07ed79a,46c68f4d6b1996df
Chest Sorter (Assessment),1,5,0.16666666666666666,1,a07ed79a,f6b9512c87bd45aa
Mushroom Sorter (Assessment),0,2,0.0,0,a07ed79a,f9d01b7a627429b5
Mushroom Sorter (Assessment),1,0,1.0,3,a07fb570,638121f777774fb9
Bird Measurer (Assessment),1,0,1.0,3,a07fb570,79374254405bf22a
Cart Balancer (Assessment),1,0,1.0,3,a07fb570,a482cc5c8603afb8
Cauldron Filler (Assessment),1,0,1.0,3,a07fb570,d9ab7866b007e19d
Chest Sorter (Assessment),1,0,1.0,3,a07fb570,dcecccd7de426297
Cauldron Filler (Assessment),1,0,1.0,3,a0874395,ece3a99cc254987d
Cauldron Filler (Assessment),1,0,1.0,3,a0b29bd2,147b7900450f724f
Chest Sorter (Assessment),0,1,0.0,0,a0e87d16,0d8364aa833ea631
Mushroom Sorter (Assessment),0,1,0.0,0,a0e87d16,6783940de1c8b46d
Cauldron Filler (Assessment),1,0,1.0,3,a0e87d16,cc0a7cbeabf57701
Chest Sorter (Assessment),0,3,0.0,0,a1017fc7,dff48f26088ab65e
Chest Sorter (Assessment),0,5,0.0,0,a139c1d4,0509c7cd85a98636
