event_count,game_time,num_unique_days,elapsed_days,last_world,last_assessment,unique_game_sessions,activity_ct,game_ct,assessment_ct,clip_ct,event_2000_ct,event_2010_ct,event_2020_ct,event_2025_ct,event_2030_ct,event_2035_ct,event_2040_ct,event_2050_ct,event_2060_ct,event_2070_ct,event_2075_ct,event_2080_ct,event_2081_ct,event_2083_ct,event_3010_ct,event_3020_ct,event_3021_ct,event_3110_ct,event_3120_ct,event_3121_ct,event_4010_ct,event_4020_ct,event_4021_ct,event_4022_ct,event_4025_ct,event_4030_ct,event_4031_ct,event_4035_ct,event_4040_ct,event_4045_ct,event_4050_ct,event_4070_ct,event_4080_ct,event_4090_ct,event_4095_ct,event_4100_ct,event_4110_ct,event_4220_ct,event_4230_ct,event_4235_ct,event_5000_ct,event_5010_ct,Bird Measurer (Assessment),Mushroom Sorter (Assessment),Cauldron Filler (Assessment),Chest Sorter (Assessment),Cart Balancer (Assessment)
103,130,1,0,TREETOPCITY,Mushroom Sorter (Assessment),6,0.0,52.0,47.0,4.0,6.0,0.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,7.0,8.0,1.0,6.0,1.0,17.0,0.0,0.0,3.0,18.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0
393,478,3,38,CRYSTALCAVES,Cart Balancer (Assessment),12,50.0,320.0,17.0,6.0,12.0,1.0,16.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,48.0,26.0,15.0,46.0,26.0,15.0,4.0,45.0,0.0,2.0,0.0,66.0,0.0,12.0,10.0,3.0,0.0,24.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
1715,2536,3,28,CRYSTALCAVES,Cart Balancer (Assessment),24,856.0,599.0,254.0,6.0,24.0,7.0,49.0,0.0,46.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,2.0,306.0,6.0,43.0,305.0,6.0,43.0,4.0,168.0,60.0,15.0,76.0,290.0,0.0,32.0,21.0,5.0,0.0,169.0,0.0,0.0,1.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,26.0,96.0,97.0
1152,1629,1,0,MAGMAPEAK,Cauldron Filler (Assessment),13,724.0,324.0,101.0,3.0,13.0,3.0,31.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,166.0,2.0,26.0,166.0,2.0,26.0,2.0,121.0,60.0,15.0,60.0,240.0,0.0,29.0,19.0,5.0,0.0,111.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,45.0,30.0
1680,2503,2,27,TREETOPCITY,Bird Measurer (Assessment),23,856.0,599.0,219.0,6.0,23.0,6.0,48.0,0.0,45.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,2.0,304.0,6.0,42.0,303.0,6.0,42.0,4.0,160.0,60.0,15.0,76.0,280.0,0.0,30.0,21.0,5.0,0.0,165.0,0.0,0.0,1.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,26.0,96.0,62.0
1235,1891,1,0,CRYSTALCAVES,Chest Sorter (Assessment),15,724.0,324.0,184.0,3.0,15.0,5.0,33.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,171.0,4.0,29.0,171.0,4.0,29.0,2.0,138.0,60.0,15.0,63.0,263.0,0.0,30.0,21.0,5.0,0.0,116.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,96.0,62.0
32,33,1,0,CRYSTALCAVES,Cart Balancer (Assessment),2,0.0,0.0,31.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
2304,3751,4,61,CRYSTALCAVES,Chest Sorter (Assessment),54,1037.0,1127.0,112.0,28.0,54.0,2.0,80.0,2.0,71.0,1.0,12.0,10.0,3.0,3.0,0.0,12.0,1.0,11.0,287.0,71.0,41.0,284.0,70.0,41.0,11.0,337.0,23.0,2.0,56.0,321.0,0.0,73.0,21.0,3.0,2.0,380.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,47.0,0.0,52.0,13.0
441,482,3,4,TREETOPCITY,Mushroom Sorter (Assessment),18,220.0,163.0,47.0,11.0,18.0,0.0,14.0,2.0,11.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,45.0,7.0,7.0,45.0,6.0,7.0,2.0,62.0,0.0,0.0,4.0,59.0,0.0,10.0,1.0,0.0,0.0,134.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0
2112,3337,4,61,CRYSTALCAVES,Cart Balancer (Assessment),49,973.0,1053.0,60.0,26.0,49.0,1.0,75.0,2.0,67.0,1.0,12.0,10.0,2.0,2.0,0.0,12.0,1.0,11.0,264.0,61.0,36.0,261.0,60.0,36.0,10.0,286.0,23.0,2.0,39.0,305.0,0.0,72.0,21.0,3.0,2.0,369.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,47.0,0.0,0.0,13.0
7541,17580,10,10,CRYSTALCAVES,Chest Sorter (Assessment),99,1448.0,5732.0,310.0,51.0,99.0,2.0,142.0,44.0,114.0,18.0,0.0,0.0,8.0,1.0,7.0,2.0,0.0,2.0,988.0,208.0,210.0,982.0,206.0,210.0,27.0,708.0,63.0,0.0,129.0,702.0,38.0,196.0,94.0,17.0,0.0,1192.0,0.0,9.0,27.0,21.0,0.0,27.0,516.0,516.0,8.0,8.0,0.0,192.0,0.0,118.0,0.0
7168,16967,9,9,TREETOPCITY,Mushroom Sorter (Assessment),94,1253.0,5631.0,234.0,50.0,94.0,1.0,136.0,44.0,110.0,18.0,0.0,0.0,8.0,1.0,7.0,2.0,0.0,2.0,916.0,190.0,204.0,910.0,188.0,204.0,26.0,663.0,63.0,0.0,90.0,668.0,38.0,187.0,92.0,17.0,0.0,1163.0,0.0,9.0,27.0,15.0,0.0,27.0,516.0,516.0,8.0,8.0,0.0,192.0,0.0,42.0,0.0
289,475,1,0,CRYSTALCAVES,Chest Sorter (Assessment),9,41.0,188.0,55.0,5.0,9.0,1.0,18.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,4.0,16.0,28.0,4.0,16.0,1.0,33.0,0.0,0.0,22.0,41.0,0.0,1.0,3.0,0.0,0.0,28.0,0.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0
607,1118,2,3,CRYSTALCAVES,Cart Balancer (Assessment),22,229.0,300.0,68.0,10.0,22.0,2.0,26.0,0.0,18.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,80.0,6.0,19.0,78.0,6.0,19.0,7.0,61.0,10.0,1.0,23.0,97.0,0.0,15.0,5.0,0.0,0.0,84.0,0.0,2.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,13.0
318,292,1,0,TREETOPCITY,Bird Measurer (Assessment),4,113.0,170.0,34.0,1.0,4.0,1.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,1.0,11.0,90.0,1.0,11.0,1.0,13.0,0.0,0.0,11.0,22.0,0.0,8.0,0.0,0.0,7.0,21.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0
36,31,1,0,TREETOPCITY,Mushroom Sorter (Assessment),1,0.0,0.0,36.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,4.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0
502,568,1,0,CRYSTALCAVES,Cart Balancer (Assessment),18,173.0,176.0,142.0,11.0,18.0,3.0,12.0,2.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,49.0,6.0,19.0,49.0,6.0,19.0,3.0,58.0,0.0,16.0,12.0,107.0,0.0,13.0,23.0,3.0,0.0,60.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,65.0
1670,2345,2,17,MAGMAPEAK,Cauldron Filler (Assessment),48,597.0,878.0,168.0,27.0,48.0,4.0,61.0,3.0,57.0,3.0,6.0,6.0,3.0,3.0,0.0,9.0,0.0,7.0,202.0,9.0,54.0,200.0,9.0,54.0,10.0,177.0,22.0,16.0,33.0,219.0,4.0,21.0,26.0,4.0,0.0,347.0,0.0,3.0,2.0,14.0,0.0,4.0,9.0,9.0,6.0,6.0,0.0,77.0,26.0,0.0,65.0
322,356,2,1,CRYSTALCAVES,Cart Balancer (Assessment),6,0.0,283.0,36.0,3.0,6.0,0.0,6.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,24.0,23.0,15.0,24.0,22.0,14.0,2.0,25.0,0.0,0.0,0.0,39.0,0.0,17.0,15.0,3.0,0.0,74.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
1761,1333,2,19,TREETOPCITY,Bird Measurer (Assessment),31,830.0,686.0,232.0,13.0,31.0,3.0,34.0,5.0,24.0,2.0,0.0,0.0,5.0,0.0,5.0,2.0,2.0,0.0,225.0,14.0,30.0,221.0,13.0,30.0,15.0,218.0,0.0,0.0,40.0,228.0,0.0,41.0,22.0,5.0,0.0,536.0,0.0,0.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,61.0,112.0,0.0,35.0,24.0
1217,981,2,19,CRYSTALCAVES,Chest Sorter (Assessment),22,527.0,567.0,112.0,11.0,22.0,1.0,27.0,4.0,21.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,161.0,13.0,25.0,158.0,12.0,25.0,4.0,164.0,0.0,0.0,30.0,155.0,0.0,39.0,19.0,5.0,0.0,319.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,35.0,24.0
964,624,2,19,CRYSTALCAVES,Cart Balancer (Assessment),18,370.0,507.0,77.0,10.0,18.0,1.0,24.0,4.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,118.0,7.0,25.0,115.0,7.0,25.0,3.0,104.0,0.0,0.0,4.0,155.0,0.0,39.0,19.0,5.0,0.0,260.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,24.0
1581,1132,2,19,TREETOPCITY,Mushroom Sorter (Assessment),26,830.0,567.0,171.0,13.0,26.0,2.0,28.0,5.0,22.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,205.0,13.0,29.0,202.0,12.0,29.0,4.0,214.0,0.0,0.0,33.0,213.0,0.0,39.0,20.0,5.0,0.0,465.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,35.0,24.0
248,221,2,6,TREETOPCITY,Bird Measurer (Assessment),12,118.0,85.0,38.0,7.0,12.0,1.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,4.0,30.0,1.0,4.0,13.0,24.0,4.0,0.0,4.0,40.0,0.0,8.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0
364,308,2,6,CRYSTALCAVES,Cart Balancer (Assessment),16,203.0,85.0,67.0,9.0,16.0,2.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1.0,5.0,36.0,1.0,5.0,13.0,62.0,4.0,0.0,4.0,80.0,0.0,10.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,29.0
331,601,2,22,CRYSTALCAVES,Cart Balancer (Assessment),12,136.0,148.0,43.0,4.0,12.0,2.0,11.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,52.0,10.0,10.0,51.0,10.0,9.0,3.0,52.0,4.0,0.0,15.0,45.0,0.0,2.0,11.0,0.0,0.0,16.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0
635,798,1,0,TREETOPCITY,Mushroom Sorter (Assessment),20,323.0,148.0,154.0,10.0,20.0,4.0,23.0,4.0,21.0,2.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,71.0,5.0,16.0,70.0,5.0,16.0,2.0,95.0,0.0,16.0,40.0,116.0,0.0,14.0,2.0,0.0,0.0,78.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,44.0,72.0,0.0,38.0,0.0
93,159,1,0,CRYSTALCAVES,Chest Sorter (Assessment),2,55.0,0.0,38.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,2.0,19.0,1.0,2.0,0.0,15.0,0.0,0.0,14.0,8.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0
311,446,1,0,TREETOPCITY,Bird Measurer (Assessment),7,171.0,56.0,82.0,2.0,7.0,2.0,18.0,0.0,16.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,45.0,3.0,6.0,44.0,3.0,6.0,1.0,47.0,0.0,0.0,19.0,50.0,0.0,13.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,38.0,0.0
810,977,3,5,CRYSTALCAVES,Cart Balancer (Assessment),23,274.0,448.0,79.0,9.0,23.0,2.0,33.0,1.0,27.0,1.0,0.0,0.0,3.0,1.0,2.0,2.0,1.0,1.0,82.0,28.0,31.0,77.0,28.0,28.0,8.0,106.0,20.0,0.0,3.0,132.0,13.0,16.0,8.0,2.0,0.0,122.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,24.0,0.0,55.0
1703,2223,2,12,CRYSTALCAVES,Cart Balancer (Assessment),18,1143.0,371.0,184.0,5.0,18.0,3.0,67.0,0.0,62.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,266.0,10.0,31.0,265.0,10.0,31.0,2.0,268.0,51.0,0.0,20.0,271.0,0.0,25.0,4.0,0.0,0.0,277.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,7.0,7.0,64.0,0.0,64.0,23.0,33.0
695,1184,1,0,MAGMAPEAK,Cauldron Filler (Assessment),7,479.0,151.0,64.0,1.0,7.0,2.0,39.0,0.0,37.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,108.0,3.0,19.0,108.0,3.0,19.0,1.0,96.0,51.0,0.0,13.0,96.0,0.0,19.0,1.0,0.0,0.0,54.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,64.0,0.0,0.0
1441,1822,1,0,TREETOPCITY,Bird Measurer (Assessment),13,938.0,371.0,128.0,4.0,13.0,2.0,50.0,0.0,47.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,235.0,10.0,30.0,235.0,10.0,30.0,2.0,214.0,51.0,0.0,16.0,208.0,0.0,21.0,4.0,0.0,0.0,242.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,7.0,7.0,64.0,0.0,64.0,0.0,0.0
912,934,2,1,MAGMAPEAK,Cauldron Filler (Assessment),20,247.0,597.0,58.0,10.0,20.0,1.0,24.0,2.0,19.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,120.0,16.0,22.0,118.0,16.0,22.0,7.0,88.0,13.0,0.0,1.0,74.0,0.0,5.0,7.0,2.0,0.0,306.0,0.0,0.0,1.0,3.0,0.0,1.0,9.0,9.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0
1034,1095,2,1,CRYSTALCAVES,Chest Sorter (Assessment),25,247.0,671.0,104.0,12.0,25.0,1.0,26.0,2.0,19.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,129.0,19.0,22.0,126.0,19.0,22.0,9.0,96.0,13.0,0.0,7.0,98.0,0.0,5.0,11.0,8.0,0.0,343.0,0.0,0.0,1.0,5.0,0.0,1.0,9.0,9.0,0.0,0.0,0.0,0.0,58.0,46.0,0.0
1096,1039,1,0,TREETOPCITY,Bird Measurer (Assessment),13,366.0,461.0,261.0,8.0,13.0,0.0,10.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,128.0,72.0,20.0,126.0,72.0,19.0,2.0,48.0,0.0,0.0,65.0,184.0,26.0,58.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,261.0,0.0,0.0,0.0,0.0
1293,1768,3,44,TREETOPCITY,Mushroom Sorter (Assessment),21,473.0,664.0,148.0,8.0,21.0,2.0,35.0,5.0,32.0,1.0,7.0,6.0,1.0,1.0,0.0,5.0,0.0,5.0,136.0,44.0,31.0,134.0,43.0,31.0,5.0,179.0,33.0,21.0,19.0,202.0,0.0,24.0,10.0,0.0,0.0,250.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,86.0,62.0,0.0,0.0
438,518,1,0,MAGMAPEAK,Cauldron Filler (Assessment),7,190.0,184.0,62.0,2.0,7.0,1.0,18.0,0.0,17.0,0.0,7.0,6.0,0.0,0.0,0.0,5.0,0.0,5.0,65.0,13.0,9.0,63.0,13.0,9.0,1.0,42.0,33.0,0.0,3.0,37.0,0.0,2.0,8.0,0.0,0.0,70.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,62.0,0.0,0.0
1761,2303,3,44,TREETOPCITY,Bird Measurer (Assessment),28,590.0,916.0,245.0,10.0,28.0,2.0,48.0,5.0,42.0,1.0,7.0,6.0,2.0,2.0,0.0,5.0,0.0,5.0,258.0,62.0,42.0,256.0,59.0,42.0,7.0,194.0,33.0,21.0,46.0,237.0,0.0,30.0,10.0,0.0,0.0,283.0,0.0,1.0,2.0,8.0,15.0,0.0,0.0,0.0,1.0,1.0,97.0,86.0,62.0,0.0,0.0
3389,5928,3,4,TREETOPCITY,Bird Measurer (Assessment),56,992.0,1987.0,379.0,31.0,56.0,5.0,138.0,7.0,129.0,6.0,13.0,12.0,4.0,4.0,0.0,13.0,3.0,10.0,465.0,47.0,109.0,461.0,47.0,106.0,11.0,383.0,63.0,1.0,74.0,431.0,22.0,62.0,31.0,10.0,0.0,487.0,0.0,0.0,4.0,25.0,2.0,106.0,20.0,20.0,1.0,1.0,58.0,43.0,81.0,163.0,34.0
3030,5601,2,3,TREETOPCITY,Mushroom Sorter (Assessment),46,883.0,1802.0,321.0,24.0,46.0,4.0,127.0,7.0,118.0,6.0,13.0,12.0,4.0,4.0,0.0,13.0,3.0,10.0,367.0,44.0,98.0,363.0,44.0,95.0,10.0,367.0,63.0,1.0,60.0,404.0,22.0,56.0,30.0,10.0,0.0,453.0,0.0,0.0,4.0,24.0,0.0,106.0,20.0,20.0,1.0,1.0,0.0,43.0,81.0,163.0,34.0
1965,3729,2,3,CRYSTALCAVES,Cart Balancer (Assessment),29,643.0,1190.0,115.0,17.0,29.0,3.0,88.0,2.0,86.0,2.0,13.0,12.0,2.0,2.0,0.0,12.0,3.0,9.0,265.0,19.0,57.0,262.0,19.0,56.0,5.0,216.0,63.0,1.0,5.0,222.0,10.0,37.0,16.0,6.0,0.0,318.0,0.0,0.0,1.0,4.0,0.0,78.0,20.0,20.0,1.0,1.0,0.0,0.0,81.0,0.0,34.0
2487,4648,2,3,CRYSTALCAVES,Chest Sorter (Assessment),34,672.0,1519.0,278.0,18.0,34.0,3.0,104.0,2.0,98.0,2.0,13.0,12.0,3.0,3.0,0.0,12.0,3.0,9.0,293.0,40.0,69.0,289.0,40.0,68.0,7.0,291.0,63.0,1.0,57.0,326.0,10.0,53.0,17.0,6.0,0.0,416.0,0.0,0.0,1.0,22.0,0.0,78.0,20.0,20.0,1.0,1.0,0.0,0.0,81.0,163.0,34.0
1753,3410,1,0,MAGMAPEAK,Cauldron Filler (Assessment),15,590.0,1104.0,52.0,7.0,15.0,1.0,82.0,2.0,80.0,2.0,13.0,12.0,2.0,2.0,0.0,10.0,2.0,8.0,242.0,16.0,50.0,240.0,16.0,49.0,4.0,187.0,63.0,0.0,3.0,172.0,10.0,32.0,5.0,2.0,0.0,308.0,0.0,0.0,1.0,2.0,0.0,78.0,20.0,20.0,1.0,1.0,0.0,0.0,52.0,0.0,0.0
515,6811,3,3,CRYSTALCAVES,Cart Balancer (Assessment),39,348.0,67.0,69.0,31.0,39.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,39.0,1.0,1.0,37.0,1.0,1.0,4.0,65.0,0.0,4.0,0.0,125.0,0.0,56.0,0.0,0.0,0.0,127.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,30.0
61,47,3,3,TREETOPCITY,Mushroom Sorter (Assessment),23,0.0,0.0,39.0,22.0,23.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0
673,7106,3,3,CRYSTALCAVES,Chest Sorter (Assessment),44,409.0,67.0,165.0,32.0,44.0,2.0,9.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,61.0,2.0,3.0,57.0,2.0,3.0,4.0,87.0,0.0,4.0,28.0,155.0,0.0,59.0,4.0,0.0,0.0,137.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,90.0,36.0
77,70,1,0,CRYSTALCAVES,Cart Balancer (Assessment),4,0.0,0.0,75.0,2.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,3.0,1.0,2.0,0.0,19.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0
364,422,1,0,TREETOPCITY,Bird Measurer (Assessment),9,0.0,287.0,73.0,4.0,9.0,2.0,16.0,1.0,15.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,78.0,3.0,17.0,78.0,3.0,17.0,3.0,30.0,0.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,38.0,35.0,0.0,0.0,0.0
928,1228,1,0,CRYSTALCAVES,Cart Balancer (Assessment),21,0.0,776.0,144.0,8.0,21.0,4.0,40.0,4.0,35.0,4.0,0.0,0.0,3.0,1.0,2.0,3.0,1.0,2.0,148.0,11.0,57.0,145.0,11.0,57.0,8.0,65.0,0.0,0.0,8.0,61.0,11.0,1.0,32.0,5.0,0.0,162.0,0.0,0.0,4.0,9.0,2.0,1.0,5.0,5.0,0.0,0.0,38.0,35.0,58.0,0.0,13.0
754,959,1,0,MAGMAPEAK,Cauldron Filler (Assessment),15,0.0,620.0,128.0,6.0,15.0,3.0,30.0,4.0,26.0,4.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,1.0,125.0,6.0,47.0,123.0,6.0,47.0,6.0,51.0,0.0,0.0,8.0,30.0,11.0,0.0,18.0,3.0,0.0,160.0,0.0,0.0,2.0,8.0,2.0,1.0,5.0,5.0,0.0,0.0,38.0,35.0,55.0,0.0,0.0
1348,1739,1,0,CRYSTALCAVES,Chest Sorter (Assessment),25,0.0,1111.0,228.0,9.0,25.0,4.0,53.0,4.0,46.0,4.0,0.0,0.0,4.0,1.0,3.0,3.0,1.0,2.0,162.0,33.0,68.0,159.0,32.0,68.0,10.0,127.0,0.0,0.0,39.0,121.0,11.0,7.0,32.0,5.0,0.0,278.0,0.0,0.0,4.0,29.0,2.0,1.0,5.0,5.0,0.0,0.0,38.0,35.0,58.0,84.0,13.0
1652,2062,1,0,TREETOPCITY,Mushroom Sorter (Assessment),35,175.0,1186.0,276.0,15.0,35.0,5.0,58.0,6.0,50.0,5.0,0.0,0.0,4.0,1.0,3.0,3.0,1.0,2.0,199.0,35.0,75.0,194.0,34.0,75.0,11.0,171.0,0.0,20.0,46.0,181.0,11.0,8.0,32.0,5.0,0.0,333.0,0.0,0.0,5.0,31.0,2.0,1.0,5.0,5.0,0.0,0.0,38.0,83.0,58.0,84.0,13.0
522,893,3,38,TREETOPCITY,Mushroom Sorter (Assessment),12,309.0,149.0,58.0,6.0,12.0,2.0,24.0,1.0,22.0,1.0,6.0,6.0,0.0,0.0,0.0,5.0,1.0,2.0,93.0,3.0,13.0,92.0,3.0,13.0,2.0,76.0,0.0,0.0,42.0,32.0,0.0,7.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,28.0,0.0,0.0
615,1000,3,38,TREETOPCITY,Bird Measurer (Assessment),15,363.0,149.0,96.0,7.0,15.0,2.0,26.0,1.0,23.0,1.0,6.0,6.0,0.0,0.0,0.0,5.0,1.0,2.0,107.0,4.0,14.0,105.0,4.0,14.0,2.0,76.0,0.0,0.0,49.0,52.0,0.0,19.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,38.0,30.0,28.0,0.0,0.0
491,866,3,38,MAGMAPEAK,Cauldron Filler (Assessment),10,309.0,149.0,28.0,5.0,10.0,1.0,23.0,0.0,21.0,0.0,6.0,6.0,0.0,0.0,0.0,5.0,1.0,2.0,90.0,3.0,9.0,89.0,3.0,9.0,2.0,73.0,0.0,0.0,39.0,29.0,0.0,7.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0
